27815,Cardfight!! Vanguard G,6.52,"Action, Game, Shounen",48,"TV Tokyo, Dentsu, Sotsu, Bushiroad",2023-02-17
27821,Fate/stay night: Unlimited Blade Works Prologue,8.1,"Action, Fantasy, Magic, Supernatural",1,"Aniplex, Notes",2023-02-17
27825,Long Zhi Gu: Poxiao Qibing,7.21,"Action, Adventure, Magic, Fantasy",1,Unknown,2023-02-17
27829,Heavy Object,7.29,"Action, Military, Sci-Fi, Mecha",24,"Movic, Magic Capsule, Warner Bros. Japan, KlockWorx, ASCII Media Works, Showgate, GREE",2023-02-17
27831,Durarara!!x2 Ten,8.01,"Action, Mystery, Supernatural",12,Aniplex,2023-02-17
27833,Durarara!!x2 Ketsu,8.1,"Action, Mystery, Supernatural",12,Aniplex,2023-02-17
27837,Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,Unknown,Sports,1,Unknown,2023-02-17
27839,Ticonderonga no Iru Umi,Unknown,"Kids, Historical, Drama",1,Unknown,2023-02-17
27841,Karasu no Panya-san/Dorobou Gakkou,Unknown,Kids,2,Unknown,2023-02-17
27843,Nemurenu Yoru no Chiisana Ohanashi,Unknown,Kids,3,Unknown,2023-02-17
27845,Juupiki no Kaeru,Unknown,Kids,2,Toei Video,2023-02-17
27847,Kyoushitsu wa Obake ga Ippai/Boku wa Yuusha da zo,Unknown,"Fantasy, Kids, Supernatural",1,Unknown,2023-02-17
27849,Nezumi-kun no Chokki,Unknown,Kids,4,Unknown,2023-02-17
27851,Ushiro no Seki no Ochiai-kun,Unknown,"Kids, School",1,Unknown,2023-02-17
27853,Ichinen Ikkumi,Unknown,"Kids, School",1,Unknown,2023-02-17
27855,Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi,Unknown,Kids,1,Unknown,2023-02-17
27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,6.7,Comedy,13,Media Factory,2023-02-17
27879,Eromame,6.48,Hentai,2,Queen Bee,2023-02-17
27881,Ana no Oku no Ii Tokoro,6.32,Hentai,2,Queen Bee,2023-02-17
27887,Yama no Susume: Second Season Specials,6.86,"Slice of Life, Comedy",2,Earth Star Entertainment,2023-02-17
27891,Sword Art Online II: Debriefing,6.56,"Action, Adventure, Fantasy, Game",1,"Aniplex, Genco",2023-02-17
27899,Tokyo Ghoul √A,7.07,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",12,"Marvelous AQL, Shueisha",2023-02-17
27907,Gundam Build Fighters Specials,6.5,"Comedy, Mecha",3,Unknown,2023-02-17
27909,Otome Hime,6.4,Hentai,1,"Pashmina, Studio 1st",2023-02-17
27911,Anime de Wakaru Shinryounaika,6.6,"Comedy, Seinen",20,Unknown,2023-02-17
27915,Captain,Unknown,"Sports, Shounen",1,Unknown,2023-02-17
27921,Genkichi Jiisan to Kogitsune,Unknown,"Kids, Drama",1,Unknown,2023-02-17
27927,Urawa no Usagi-chan,5.39,"Slice of Life, Comedy, School",12,"Grooove, Glovision, Harappa",2023-02-17
27939,Afro Samurai Pilot,6.72,"Action, Martial Arts, Samurai, Seinen",1,Unknown,2023-02-17
27943,Nano Invaders,Unknown,"Action, Adventure, Shounen, Super Power",52,TV Tokyo,2023-02-17
27945,Gugure! Kokkuri-san Specials,7.21,"Comedy, Supernatural, Romance, Shounen",11,Unknown,2023-02-17
27947,Lupin III (2015),7.93,"Action, Adventure, Comedy, Mystery, Seinen",24,TMS Music,2023-02-17
27949,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,5.33,"Magic, Fantasy",1,Unknown,2023-02-17
27951,Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,Unknown,"Magic, Fantasy",1,Unknown,2023-02-17
27957,Steins,Gate: Soumei Eichi no Cognitive Computing,7.41,Gate 聡明叡智のコグニティブ・コンピューティング,"Oct 15, 2014 to Nov 12, 2014",2023-02-17
27961,Science Anime: Choudendou Monogatari,Unknown,"Historical, Kids",1,Unknown,2023-02-17
27963,Shouta no Sushi: Kokoro ni Hibiku Shari no Aji,Unknown,Shounen,1,Studio Comet,2023-02-17
27965,Maboroshi Mabo-chan,Unknown,"Kids, Adventure, Fantasy",24,Unknown,2023-02-17
27967,Senran Kagura Estival Versus: Mizugi-darake no Zenyasai,6.52,"Action, Comedy, Ecchi",1,Genco,2023-02-17
27969,Hana to Alice: Satsujin Jiken,7.31,"Drama, Mystery, Slice of Life",1,"Pony Canyon, Nippon Television Network, Shogakukan",2023-02-17
27989,Hibike! Euphonium,8.0,"Music, School, Drama",13,"Lantis, Pony Canyon, Rakuonsha",2023-02-17
27991,K: Return of Kings,7.63,"Action, Super Power, Supernatural",13,"Starchild Records, Mainichi Broadcasting System, Studio Tulip, Glovision",2023-02-17
27993,Tetsujin 28-gou: Tanjou-hen,Unknown,"Adventure, Mecha, Sci-Fi, Shounen",1,Unknown,2023-02-17
27997,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,5.89,Magic,2,Unknown,2023-02-17
28013,Macross Δ,7.27,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha",26,"Bandai Visual, Big West, flying DOG, Techno Sound",2023-02-17
28017,Sayounara Kaba-kun,Unknown,"Historical, Kids",1,Unknown,2023-02-17
28019,Slippy Dandy,Unknown,"Action, Kids, Mystery",4,Unknown,2023-02-17
28021,Ishii Hisaichi no Nanda Kanda Gekijou,Unknown,"Comedy, Martial Arts, Sci-Fi, Space",2,Unknown,2023-02-17
28023,Tsuru no Sugomori,Unknown,Kids,1,Unknown,2023-02-17
28025,Tsukimonogatari,8.14,"Mystery, Comedy, Supernatural, Ecchi",4,Aniplex,2023-02-17
28035,Kitsune no Home Run Ou,5.22,"Kids, Sports",1,Unknown,2023-02-17
28041,Baguda-jou no Touzoku,5.18,"Adventure, Historical, Romance",1,Unknown,2023-02-17
28045,Kogane no Hana,4.98,"Action, Adventure, Fantasy, Historical",1,Unknown,2023-02-17
28047,Kokoro no Chikara,5.24,"Adventure, Romance, Historical",1,Unknown,2023-02-17
28049,Numa no Taishou,5.14,"Adventure, Comedy",1,The National Film Center Japan,2023-02-17
28051,Kaeru San Yuushi,4.8,"Adventure, Comedy",1,Unknown,2023-02-17
28053,Kumo no Ito,5.51,Fantasy,1,Unknown,2023-02-17
28055,Yuki no Yoru no Yume,5.5,Drama,1,Unknown,2023-02-17
28057,Dangobei Torimonochou: Hirake - Goma no Maki,5.34,"Action, Adventure, Comedy",1,Unknown,2023-02-17
28063,Sword Art Online II: Sword Art Offline II,6.55,Comedy,9,"Aniplex, I was a Ballerina",2023-02-17
28067,Kyouryoku Boukuusen,5.1,"Action, Historical, Military",1,Unknown,2023-02-17
28069,Shigatsu wa Kimi no Uso: Moments,7.71,"Music, Shounen",1,Unknown,2023-02-17
28071,Itsumo Kokoro ni Taiyou wo!,Unknown,"Comedy, Ecchi",16,Unknown,2023-02-17
28073,Papa Mama Bye Bye,Unknown,"Historical, Kids",1,Unknown,2023-02-17
28077,"Go! Go! 575: Meippai ni, Hajiketeru?",5.58,Slice of Life,1,"Sega, Half H.P Studio, C2C",2023-02-17
28085,Wonder (Movie),6.08,Dementia,1,Mirai Film,2023-02-17
28087,Ehon Yose,Unknown,"Historical, Horror, Kids",50,Pony Canyon,2023-02-17
28089,Oyo Neko Bunyan,Unknown,"Comedy, Kids",31,TV Asahi,2023-02-17
28091,Asu wo Tsukutta Otoko: Tanabe Sakurou to Biwako Sosui,Unknown,Historical,1,Mushi Production,2023-02-17
28093,Hana wa Saku: Touhoku ni Saku,6.01,"Fantasy, Kids",1,"NHK, Cyclone Graphics",2023-02-17
28097,Little Twins,Unknown,"Adventure, Kids",3,Unknown,2023-02-17
28099,Little Twins: Bokura no Natsu ga Tondeiku,Unknown,"Adventure, Kids",1,Hero Communication,2023-02-17
28101,Obatalian,Unknown,Comedy,1,TV Asahi,2023-02-17
28103,Gegege no Kitarou: Youkai Japan Rally 3D,Unknown,"Adventure, Fantasy, Cars, Supernatural",1,Unknown,2023-02-17
28105,Shirobako Specials,6.88,"Adventure, Comedy",2,Warner Bros. Japan,2023-02-17
28109,Kuzuryuugawa to Shounen,Unknown,"Drama, Historical",1,Unknown,2023-02-17
28111,Kaitou Gary no Nihonjin Kouryakuhou!,Unknown,Drama,1,Mushi Production,2023-02-17
28113,Ooi! Adacchii!,Unknown,"Kids, Historical",1,Unknown,2023-02-17
28115,Onigara,Unknown,"Demons, Kids",1,Mushi Production,2023-02-17
28117,Echigo no Mukashibanashi: Attaten Ganoo,Unknown,"Demons, Horror, Kids",1,Mushi Production,2023-02-17
28119,Kuma no Minakuro to Kouhei Jiisan,Unknown,"Drama, Kids",1,Unknown,2023-02-17
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.64,"Action, Adventure, Comedy, Romance, Fantasy",13,"Genco, Movic, Warner Bros. Japan, KlockWorx, SoftBank Creative, Showgate, MAGES., FuRyu",2023-02-17
28143,Ochou Fujin no Gensou,5.73,"Historical, Drama",1,Unknown,2023-02-17
28145,Johnny Cypher,Unknown,"Action, Adventure, Sci-Fi",130,Unknown,2023-02-17
28149,Nihon Animator Mihonichi,7.39,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural",35,Dwango,2023-02-17
28151,Kujakuou: Sengoku Tensei,5.23,"Action, Demons, Historical, Supernatural",1,Unknown,2023-02-17
28155,Yoru no Yatterman,6.51,"Action, Adventure, Comedy, Drama",12,"Yomiuri Telecasting, Starchild Records, Lantis, Half H.P Studio",2023-02-17
28157,Sei Brunehilde Gakuen Shoujo Kishidan to Junpaku no Panty The Animation,7.22,Hentai,1,"MS Pictures, Pashmina",2023-02-17
28169,Buta no Gotoki Sanzoku ni Torawarete Shojo wo Ubawareru Kyonyuu Himekishi & Onna Senshi,5.84,Hentai,1,Pink Pineapple,2023-02-17
28171,Shokugeki no Souma,8.29,"Ecchi, School, Shounen",24,"Dentsu, Frontier Works, Mainichi Broadcasting System, Magic Capsule, Warner Bros. Japan, KlockWorx, Showgate, Shueisha, I Will",2023-02-17
28179,Miss Monochrome The Animation: Manager,6.25,"Music, Slice of Life, Comedy",1,Starchild Records,2023-02-17
28185,Oniku Daisuki! Zeushi-kun 2nd Season,Unknown,Comedy,6,Unknown,2023-02-17
28197,Ofuro no Kazoe Uta,5.23,"Music, Kids",1,Fuji TV,2023-02-17
28201,Yeonghongibyeong Lazenca,Unknown,"Action, Adventure, Mecha, Sci-Fi",13,Unknown,2023-02-17
28205,Fastening Days,6.45,"Kids, Magic",Unknown,FILMONY,2023-02-17
28207,Ketsuekigata-kun! 2,6.51,Comedy,12,Earth Star Entertainment,2023-02-17
28211,Harmony,6.96,"Sci-Fi, Psychological",1,"Aniplex, Dentsu, Fuji TV, Toho, Sony Music Entertainment, Fujipacific Music, Kyoraku Industrial Holdings, Kansai Telecasting, Beyond C.",2023-02-17
28215,Saint Seiya: Soul of Gold,7.06,"Action, Adventure, Fantasy, Sci-Fi, Shounen",13,Bandai Visual,2023-02-17
28221,Etotama,6.85,"Action, Comedy, Fantasy",12,"Pony Canyon, Tablier Communications",2023-02-17
28223,Death Parade,8.2,"Game, Mystery, Psychological, Drama, Thriller",12,"VAP, DAX Production, Nippon Television Network",2023-02-17
28227,White Album 2 Picture Drama,5.94,"Ecchi, Drama",2,Starchild Records,2023-02-17
28235,Indie Anibox: Selma Danbaekjil Coffee,Unknown,"Comedy, Drama, Romance, Samurai, Sci-Fi",1,Unknown,2023-02-17
28237,MapleStory Special,Unknown,"Action, Comedy, Kids, Fantasy",1,Unknown,2023-02-17
28241,Ahiru Rikusentai,5.16,"Action, Military, Historical, Kids",1,Geijutsu Eigasha,2023-02-17
28245,Ari-chan,5.22,"Music, Comedy",1,Unknown,2023-02-17
28247,Pankis! 2-jigen,Unknown,"Comedy, Music",24,Unknown,2023-02-17
28249,Arslan Senki (TV),7.71,"Action, Adventure, Drama, Fantasy, Historical, Shounen",25,"Dentsu, Mainichi Broadcasting System, Kodansha, Magic Capsule, Ultra Super Pictures, Graphinica, NBCUniversal Entertainment Japan",2023-02-17
28251,Ulibyeol Ilhowa Eollugso,5.76,"Comedy, Kids, Magic, Romance",1,Unknown,2023-02-17
28257,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,6.82,"Comedy, Kids, Supernatural",1,BIGFACE,2023-02-17
28263,Honto ni Atta Gakkou Kaidan,Unknown,"Kids, Mystery, School, Supernatural",1,Unknown,2023-02-17
28283,Sengoku Musou,6.57,"Action, Historical, Samurai",12,"TV Tokyo, Avex Entertainment, Nihon Ad Systems, Tezuka Productions, Koei",2023-02-17
28285,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,7.4,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen",1,Avex Pictures,2023-02-17
28293,Shimajirou to Ookinaki,Unknown,"Kids, Adventure",1,Benesse Corporation,2023-02-17
28297,Ore Monogatari!!,7.96,"Comedy, Romance, Shoujo",24,"VAP, Nippon Television Network, Shueisha",2023-02-17
28299,Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,7.29,"Comedy, Romance, School, Shoujo",1,VAP,2023-02-17
28305,Broots,5.14,"Sci-Fi, Mecha",1,Unknown,2023-02-17
28309,Oni Chichi 2: Harvest,6.73,Hentai,1,Unknown,2023-02-17
28311,Koi Maguwai,6.81,"Hentai, Romance",1,"Pashmina, Studio 1st",2023-02-17
28313,Kanojo wa Dare to demo Sex Suru.,6.68,Hentai,2,T-Rex,2023-02-17
28339,2005-nen Uchuu no Tabi,4.51,"Space, Dementia, Sci-Fi",1,Unknown,2023-02-17
28347,Guitar Shoujo!,4.94,Slice of Life,1,Lantis,2023-02-17
28351,Hikari no Megami,6.61,"Action, Fantasy",1,Nintendo,2023-02-17
28353,Henteko na Volunteer,Unknown,"Slice of Life, Drama",1,Unknown,2023-02-17
28355,Henna ABC,5.29,"Kids, Music",1,NHK,2023-02-17
28361,Kaseifu ga Ita.,Unknown,"Slice of Life, Comedy, Shoujo",2,Pie in the sky,2023-02-17
28367,Dr. Slump: Arale-chan '92 Oshougatsu Special,5.92,"Sci-Fi, Comedy, Shounen",3,Unknown,2023-02-17
28369,Dr. Slump: Arale-chan Specials,6.04,"Sci-Fi, Comedy, Shounen",2,Unknown,2023-02-17
28371,Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,6.07,"Sci-Fi, Comedy, Shounen",1,Unknown,2023-02-17
28377,Choujikuu Robo Meguru,Unknown,"Comedy, Mecha",1,Unknown,2023-02-17
28381,Monster High: Kowa-ike Girls,5.48,"Kids, Supernatural, Shoujo",8,Shogakukan Music & Digital Entertainment,2023-02-17
28385,Seto no Hanayome Picture Drama,6.4,"Comedy, Parody, Romance, School",1,AIC,2023-02-17
28387,Joukamachi no Dandelion,7.21,"Slice of Life, Comedy, Super Power, Seinen",12,"Pony Canyon, TBS, DAX Production, Houbunsha, TC Entertainment, Docomo Anime Store, Nichion",2023-02-17
28391,Ao no Kanata no Four Rhythm,6.71,"Sci-Fi, Sports, Drama, School",12,"TV Tokyo, Pony Canyon, AT-X, DLE, NBCUniversal Entertainment Japan, Docomo Anime Store, bilibili, Kanon Sound, Hobibox",2023-02-17
28401,Q Transformers: Kaette Kita Convoy no Nazo,5.59,"Slice of Life, Parody, Mecha",13,Bouncy,2023-02-17
28405,Ansatsu Kyoushitsu: Deai no Jikan,7.43,"Action, Comedy, School, Shounen",1,Unknown,2023-02-17
28419,Katsura Hime,5.33,"Action, Comedy",1,The National Film Center Japan,2023-02-17
28423,Kyoukai no Rinne (TV),6.89,"Comedy, Supernatural, Romance, School, Shounen",25,"Shogakukan-Shueisha Productions, NHK, Shogakukan",2023-02-17
28427,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,Unknown,"Comedy, Historical",5,Unknown,2023-02-17
28431,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,6.81,"Action, Adventure, Fantasy, Kids",1,Unknown,2023-02-17
28433,Baymax,5.97,"Slice of Life, Music, Drama, Sci-Fi",1,Walt Disney Studios,2023-02-17
28439,Hatsune Miku x Tetsuya Nomura,5.69,Music,1,Unknown,2023-02-17
28447,Shingeki no Bahamut: Genesis - Roundup,6.33,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",1,Unknown,2023-02-17
28479,Detective Conan Movie 19: The Hellfire Sunflowers,7.71,"Action, Mystery, Police, Shounen",1,Unknown,2023-02-17
28483,Ijime wa Zettai Warui!,Unknown,"Drama, School, Slice of Life",1,Unknown,2023-02-17
28485,Ichiban Chikaku ni,Unknown,"Slice of Life, Drama",1,Unknown,2023-02-17
28487,Ikite Iru,Unknown,Unknown,1,Unknown,2023-02-17
28489,Jigoku Koushien,Unknown,"Sports, Comedy, Horror, Shounen",1,"Panda Factory, Liverpool, Shueisha",2023-02-17
28495,Sidonia no Kishi Movie,7.28,"Action, Mecha, Sci-Fi, Seinen, Space",1,Unknown,2023-02-17
28497,Rokka no Yuusha,7.35,"Action, Adventure, Fantasy, Magic, Mystery",12,Pony Canyon,2023-02-17
28511,Precure All Stars Movie: Haru no Carnival♪,6.4,"Action, Comedy, Fantasy, Magic, Music, Shoujo",1,"Asahi Broadcasting, Kinoshita Group Holdings",2023-02-17
28517,Ikenai Koto The Animation,6.13,Hentai,1,"MS Pictures, BOOTLEG",2023-02-17
28519,Nosewasure: Onna Kyoushi Chuuzenji Ayano no Inutsu na Kore kara,5.91,Hentai,2,"MS Pictures, AniMan",2023-02-17
28531,Ai Tenchi Muyou! Recaps,5.44,"Comedy, Sci-Fi, Shounen",10,"VAP, AIC",2023-02-17
28537,Garo: Guren no Tsuki,5.89,"Action, Demons, Fantasy, Magic, Supernatural",23,Tohokushinsha Film Corporation,2023-02-17
28539,Garo Movie: Divine Flame,7.61,"Action, Demons, Supernatural, Magic, Fantasy",1,Tohokushinsha Film Corporation,2023-02-17
28543,Zukkoke Sannin-gumi no Hi Asobi Boushi Daisakusen,Unknown,"Kids, Drama",1,Unknown,2023-02-17
28545,Nobunaga-kun no Minna de Yakusoku Hi no Youjin,Unknown,"Drama, Kids",1,Unknown,2023-02-17
28547,Nobunaga-kun no Jitensha no Rule wo Mamoru no Ja,Unknown,"Drama, Kids",1,Unknown,2023-02-17
28549,Jishin ga Kitarou Dousuru? Mushi Mushi Mura no Bousai Kunren,Unknown,"Kids, Drama",1,Unknown,2023-02-17
28551,Boku wa Sugu ni Nigetanda: Higashi Nihon Daishinsai kara Mananda Koto,Unknown,"Drama, Kids",1,Unknown,2023-02-17
28553,Momotarou no Hi Asobi Yameyou! Hi no Youjin,Unknown,"Drama, Fantasy, Historical, Kids",1,Unknown,2023-02-17
28555,Son Gokuu no Hi no Youjin,Unknown,"Drama, Fantasy, Kids",1,Unknown,2023-02-17
28557,Yamete! Writer Asobi: Doubutsu Mura no Shouboutai Shutsu Dou,Unknown,"Kids, Drama",1,Unknown,2023-02-17
28559,Magical Puuta no Hi Asobi wa Abunai yo,Unknown,"Drama, Kids, Magic",1,Unknown,2023-02-17
28561,Saru Tarou Jishin ni wa Makenai zo!: Jishin e no Sonae Dai Sakusen,Unknown,"Drama, Kids",1,Unknown,2023-02-17
28563,Hi Asobi wa Kaji no Moto: Kenta to Nyanta no Hi no Youjin,Unknown,"Kids, Drama",1,Unknown,2023-02-17
28565,Jishin da!! Mii-chan no Bousai Kunren,Unknown,"Drama, Kids",1,Unknown,2023-02-17
28567,Azarashi Tama-chan no Hi no Youjin,Unknown,"Drama, Kids, Super Power",1,Unknown,2023-02-17
28569,Kogitsune no Shouboutai,Unknown,"Drama, Fantasy, Kids",1,Unknown,2023-02-17
28571,Karugamo Oyako no Hi no Youjin,Unknown,"Drama, Kids",1,Unknown,2023-02-17
28573,Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen,Unknown,"Drama, Kids",1,Unknown,2023-02-17
28575,"Hanshin Awaji Daishinsai ni Manabu: Boku wa, Ano Hi wo Wasurenai.",Unknown,"Drama, Historical, Kids",1,Unknown,2023-02-17
28577,Makehen de! Roku-nen San-kumi no Hanshin Daishinsai,Unknown,"Drama, Historical, Kids",1,Unknown,2023-02-17
28579,Kyoro-chan no Jishin Youjin Hi no Youjin,Unknown,"Kids, Fantasy, Drama",1,Unknown,2023-02-17
28581,Nintama Rantarou no Jishin Youjin Hi no Youjin,Unknown,"Kids, Drama",1,Unknown,2023-02-17
28583,Nintama Rantarou no Shouboutai,Unknown,"Kids, Drama",1,Unknown,2023-02-17
28585,Ajjishin da Tsunami wa? Jibun no Inochi wa Jibun de Mamoru,Unknown,"Drama, Kids",1,Unknown,2023-02-17
28587,Modern,5.06,Dementia,1,Mirai Film,2023-02-17
28591,Timbre A to Z,4.68,"Music, Dementia",26,Mirai Film,2023-02-17
28593,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,6.18,Comedy,5,Unknown,2023-02-17
28595,Pac-World,4.9,"Adventure, Comedy, Sci-Fi",52,Bandai Namco Entertainment,2023-02-17
28603,Shakugan no Shana: Friagne & Marianne no Naze Nani Shana! Nandemo Shitsumonbako! Specials,6.23,"Comedy, Supernatural, Fantasy",3,Unknown,2023-02-17
28607,Hetalia: The World Twinkle,7.29,"Comedy, Historical, Parody",15,Frontier Works,2023-02-17
28615,Sazae-san: Dawn to Ikka de Hawaii Ryokou,Unknown,"Slice of Life, Comedy",1,Fuji TV,2023-02-17
28617,Punch Line,6.99,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural",12,"Aniplex, Dentsu, Fuji TV, MAGES., Kyoraku Industrial Holdings, Kansai Telecasting",2023-02-17
28619,Ranpo Kitan: Game of Laplace,6.61,Mystery,11,"Aniplex, Dentsu, Fuji TV, Fujipacific Music, Houbunsha",2023-02-17
28621,Subete ga F ni Naru,7.27,"Sci-Fi, Mystery, Psychological",11,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting",2023-02-17
28623,Koutetsujou no Kabaneri,7.26,"Action, Horror, Supernatural, Drama, Fantasy",12,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings, Kansai Telecasting",2023-02-17
28625,Shisha no Teikoku,6.91,"Sci-Fi, Historical, Psychological",1,Unknown,2023-02-17
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,5.75,Action,2,Unknown,2023-02-17
28637,Dreams,4.29,Dementia,1,Unknown,2023-02-17
28639,Futon,5.17,"Music, Dementia",1,Unknown,2023-02-17
28641,Great Rabbit,4.46,Psychological,1,Unknown,2023-02-17
28645,Haru no Shikumi,4.53,Dementia,1,Unknown,2023-02-17
28647,Kappo,4.37,"Music, Dementia",1,Unknown,2023-02-17
28653,Maze,Unknown,Unknown,1,Unknown,2023-02-17
28655,PiKA PiKA,5.12,Unknown,1,Unknown,2023-02-17
28657,Red Colored Bridge,3.72,"Dementia, Psychological",1,Unknown,2023-02-17
28665,Nenga no Kizuna,5.79,Slice of Life,1,Unknown,2023-02-17
28669,Go! Princess Precure,7.7,"Action, Slice of Life, Comedy, Magic, Fantasy, School, Shoujo",50,Unknown,2023-02-17
28673,Duan Nao,6.52,"Thriller, Mystery, Sci-Fi",16,Yaoqi,2023-02-17
28675,Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,8.2,"Fantasy, Slice of Life, Supernatural",1,Shochiku,2023-02-17
28677,Yamada-kun to 7-nin no Majo (TV),7.65,"Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen",12,"Dentsu, Frontier Works, Kodansha, Rakuonsha, Ultra Super Pictures, Memory-Tech, Daiichikosho, Lawson HMV Entertainment, Amuse, Animatic, A-Sketch",2023-02-17
28683,One Piece: Episode of Alabasta - Prologue,7.23,"Action, Adventure, Fantasy, Shounen",1,Unknown,2023-02-17
28685,Tough Guy!,5.55,"Action, Comedy",1,Unknown,2023-02-17
28687,Poker,5.19,Music,1,Mirai Film,2023-02-17
28689,Noroma na Jiji,Unknown,Historical,1,Unknown,2023-02-17
28691,Kemurigusa Monogatari,5.08,Comedy,1,Unknown,2023-02-17
28693,Seisho Gensou Fu: Adam to Eve,Unknown,Historical,1,Unknown,2023-02-17
28695,Nonsense Monogatari Dai Ippen: Sarugashima,5.35,Adventure,1,The National Film Center Japan,2023-02-17
28701,Fate/stay night: Unlimited Blade Works 2nd Season,8.33,"Action, Fantasy, Magic, Supernatural",13,"Aniplex, Notes",2023-02-17
28713,Isuca: Gokuraku,6.3,"Comedy, Ecchi, Romance, Seinen, Supernatural",1,"DAX Production, MAGES.",2023-02-17
28715,Rusty Nail,6.17,"Action, Music, Sci-Fi",1,Warner Music Japan,2023-02-17
28717,Luigi's Toy Adventure,5.42,Adventure,1,Bandai,2023-02-17
28723,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,6.59,"Music, School, Shoujo",1,TV Tokyo,2023-02-17
28725,Kokoro ga Sakebitagatterunda.,7.96,"Drama, Romance, School",1,"Aniplex, Dentsu, Fuji TV, Lawson HMV Entertainment, Shogakukan",2023-02-17
28733,Ginga Tetsudou 999 (ONA),6.08,"Sci-Fi, Adventure, Space, Drama",6,Unknown,2023-02-17
28735,Shouwa Genroku Rakugo Shinjuu,8.6,"Drama, Historical, Josei",13,"Starchild Records, Mainichi Broadcasting System, Kodansha, DAX Production",2023-02-17
28749,Heijoukyou: Yasukerashi Miyako,Unknown,Historical,1,Yamato Works,2023-02-17
28755,Boruto: Naruto the Movie,7.5,"Action, Comedy, Martial Arts, Shounen, Super Power",1,"Toho, Shueisha",2023-02-17
28759,Harbor Tale,Unknown,"Adventure, Fantasy",1,Unknown,2023-02-17
28761,00:08,4.91,Dementia,1,Geidai Animation,2023-02-17
28765,The Baby Birds of Norman McLaren,5.21,Music,1,Mirai Film,2023-02-17
28771,Yu☆Gi☆Oh! The Dark Side of Dimensions,7.45,"Game, Adventure, Shounen",1,"TV Tokyo, Nihon Ad Systems, Shueisha, Konami Digital Entertainment",2023-02-17
28775,White Fantasy,5.68,"Fantasy, Sports",1,Unknown,2023-02-17
28779,Futa-bu!!,7.2,"Hentai, School, Yuri",2,White Bear,2023-02-17
28789,3-gatsu no Lion meets Bump of Chicken,7.05,"Music, Drama, Seinen",1,Unknown,2023-02-17
28791,Gunslinger Stratos The Animation,6.09,"Action, Sci-Fi",12,"Aniplex, Square Enix, Nitroplus, ASCII Media Works, Tokyo MX, BS11",2023-02-17
28805,Bakemono no Ko,8.33,"Adventure, Supernatural",1,"Dentsu, Yomiuri Telecasting, Kadokawa Shoten, Toho, Nippon Television Network, Arquebuse",2023-02-17
28809,Macross Fufonfia Specials,5.8,"Comedy, Parody",3,Unknown,2023-02-17
28811,Last Exile: Doyou no Asa,5.75,"Comedy, Parody, Sci-Fi",3,I was a Ballerina,2023-02-17
28813,Bamboo Blade: Fanfu-Fufe-Fo,5.62,"Comedy, Parody",2,Unknown,2023-02-17
28815,Bamboo Blade: CM Fanfu-Fufe-Fo,5.76,"Comedy, Parody, Sci-Fi",24,Unknown,2023-02-17
28817,Mikagura Gakuen Kumikyoku (TV),6.71,"Action, Comedy, School, Shoujo Ai",12,"Media Factory, Movic, AT-X, Showgate",2023-02-17
28819,Okusama ga Seitokaichou!,6.66,"Comedy, Ecchi, Romance, School, Shounen",12,"DAX Production, Dream Creation, Studio CHANT",2023-02-17
28825,Himouto! Umaru-chan,7.17,"Comedy, School, Seinen, Slice of Life",12,"AT-X, TOHO animation, Good Smile Company, Shueisha, BS11, Jinnan Studio, RAY",2023-02-17
28827,Doubutsu Tonarigumi,5.4,"Kids, Comedy, Historical",1,Unknown,2023-02-17
